,index,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
9483,5542,Golf,2018,11800,Automatic,36890,Petrol,145,57.7,1.0,VW
9484,3701,Golf,2019,16042,Manual,12500,Petrol,150,47.1,1.5,VW
9485,11262,Tiguan,2016,14590,Manual,62000,Diesel,125,58.9,2.0,VW
9486,11649,Tiguan,2017,25000,Automatic,13947,Diesel,145,57.6,2.0,VW
9487,3562,Golf,2016,15890,Manual,38353,Diesel,20,67.3,2.0,VW
9488,9796,Polo,2015,7990,Manual,46793,Petrol,20,58.9,1.0,VW
9489,1921,Golf,2017,23490,Semi-Auto,23658,Petrol,145,39.8,2.0,VW
9490,8462,Polo,2016,10190,Manual,18206,Petrol,20,60.1,1.2,VW
9491,12440,Up,2014,4298,Manual,73917,Petrol,20,62.8,1.0,VW
9492,14732,Amarok,2017,25999,Automatic,30653,Diesel,260,36.2,3.0,VW
9493,9768,Polo,2020,14990,Manual,1295,Petrol,145,52.3,1.0,VW
9494,4103,Golf,2015,17290,Manual,16060,Petrol,145,47.1,2.0,VW
9495,240,T-Roc,2019,22836,Manual,5224,Diesel,145,50.4,1.6,VW
9496,4735,Golf,2016,20000,Automatic,18358,Petrol,200,40.4,2.0,VW
9497,12787,Up,2020,12250,Manual,100,Petrol,145,54.3,1.0,VW
9498,8748,Polo,2017,11880,Manual,8007,Petrol,145,65.7,1.0,VW
9499,4652,Golf,2015,11595,Automatic,44046,Diesel,30,62.8,2.0,VW
9500,14502,Golf SV,2018,16498,Manual,7207,Petrol,145,43.5,1.5,VW
9501,14704,Golf SV,2018,15490,Manual,23500,Petrol,145,55.4,1.5,VW
9502,10984,Tiguan,2020,29990,Semi-Auto,8000,Diesel,145,31.4,2.0,VW
9503,8164,Polo,2018,14990,Automatic,4054,Petrol,145,46.3,1.0,VW
9504,9064,Polo,2017,13390,Semi-Auto,10296,Petrol,150,60.1,1.2,VW
9505,7533,Polo,2020,14495,Manual,2483,Petrol,145,47.9,1.0,VW
9506,2678,Golf,2019,25490,Semi-Auto,4942,Petrol,145,37.7,2.0,VW
9507,9636,Polo,2017,10175,Manual,22367,Petrol,150,58.9,1.0,VW
9508,11925,Sharan,2019,27990,Semi-Auto,10296,Diesel,145,40.9,2.0,VW
9509,8390,Polo,2016,9250,Manual,11620,Petrol,20,60.1,1.2,VW
9510,1712,Golf,2015,10480,Manual,32678,Petrol,30,53.3,1.4,VW
9511,6683,T-Cross,2020,19990,Manual,1610,Petrol,145,47.9,1.0,VW
9512,9644,Polo,2019,13999,Manual,4691,Diesel,145,74.3,1.6,VW
9513,2160,Golf,2016,12442,Manual,26580,Petrol,30,53.3,1.4,VW
9514,13590,Touareg,2017,21498,Semi-Auto,60660,Diesel,235,42.8,3.0,VW
9515,4474,Golf,2016,10499,Automatic,57230,Diesel,20,58.9,1.6,VW
9516,12041,Sharan,2019,25995,Semi-Auto,4000,Diesel,145,41.5,2.0,VW
9517,9545,Polo,2016,13100,Manual,24787,Petrol,145,47.0,1.8,VW
9518,9201,Polo,2014,11995,Semi-Auto,11521,Petrol,20,61.4,1.4,VW
9519,823,Golf,2019,27295,Semi-Auto,6241,Diesel,145,52.3,2.0,VW
9520,13949,Arteon,2019,27991,Semi-Auto,3987,Diesel,145,50.4,2.0,VW
9521,5746,Passat,2016,14798,Semi-Auto,33485,Diesel,30,61.4,2.0,VW
9522,7729,Polo,2017,10995,Semi-Auto,41276,Petrol,20,60.1,1.2,VW
9523,283,T-Roc,2019,22471,Manual,5794,Diesel,145,50.4,2.0,VW
9524,6611,T-Cross,2019,19680,Manual,3267,Diesel,145,53.3,1.6,VW
9525,10401,Tiguan,2017,18495,Manual,35456,Diesel,160,50.4,2.0,VW
9526,5956,Passat,2015,10332,Semi-Auto,57121,Diesel,30,60.1,2.0,VW
9527,1287,Golf,2018,11950,Manual,31900,Petrol,145,55.4,1.4,VW
9528,8484,Polo,2015,8790,Manual,35382,Petrol,20,60.1,1.2,VW
9529,8271,Polo,2017,10500,Manual,20946,Petrol,150,60.1,1.2,VW
9530,3920,Golf,2017,11795,Manual,49672,Diesel,145,61.4,1.6,VW
9531,5909,Passat,2019,16775,Semi-Auto,13340,Diesel,145,53.3,2.0,VW
9532,10386,Tiguan,2017,21791,Semi-Auto,48271,Diesel,160,49.6,2.0,VW
9533,13179,Scirocco,2016,9491,Manual,96000,Diesel,20,55.4,2.0,VW
9534,14374,Touran,2014,8840,Automatic,78846,Diesel,30,61.4,1.6,VW
9535,14713,Golf SV,2015,11990,Automatic,9000,Petrol,115,54.3,1.4,VW
9536,9406,Polo,2017,10200,Manual,17156,Petrol,20,58.9,1.0,VW
9537,13969,Arteon,2019,27500,Automatic,2500,Diesel,145,50.4,2.0,VW
9538,1424,Golf,2017,19498,Manual,16402,Petrol,145,47.1,2.0,VW
9539,8953,Polo,2015,11490,Semi-Auto,12026,Petrol,20,60.1,1.2,VW
9540,11166,Tiguan,2017,20990,Semi-Auto,52522,Petrol,145,38.2,2.0,VW
9541,4569,Golf,2020,31989,Automatic,2756,Petrol,145,32.8,2.0,VW
9542,4084,Golf,2020,23995,Manual,1000,Petrol,150,47.1,1.5,VW
9543,14981,Shuttle,2019,28000,Semi-Auto,10074,Diesel,145,32.8,2.0,VW
9544,1967,Golf,2016,19500,Semi-Auto,5478,Diesel,30,62.8,2.0,VW
9545,14608,Golf SV,2017,11950,Manual,16806,Petrol,30,55.4,1.4,VW
9546,11813,Tiguan,2019,21990,Manual,9234,Diesel,145,47.9,2.0,VW
9547,4925,Golf,2013,9990,Automatic,61700,Diesel,30,62.8,2.0,VW
9548,16,T-Roc,2018,18995,Manual,15100,Petrol,145,44.1,1.0,VW
9549,2290,Golf,2016,13712,Manual,23329,Diesel,20,68.9,2.0,VW
9550,12642,Up,2016,7990,Manual,12502,Petrol,20,64.2,1.0,VW
9551,12026,Sharan,2014,10222,Manual,72114,Diesel,160,50.4,2.0,VW
9552,5694,Passat,2020,20998,Semi-Auto,10,Diesel,145,49.6,1.6,VW
9553,11175,Tiguan,2018,19490,Manual,12605,Diesel,145,58.9,2.0,VW
9554,669,T-Roc,2020,24500,Manual,1000,Petrol,145,44.1,1.5,VW
9555,10450,Tiguan,2018,22530,Manual,30251,Diesel,145,58.9,2.0,VW
9556,11624,Tiguan,2019,28874,Automatic,5650,Petrol,150,30.4,2.0,VW
9557,4598,Golf,2015,11490,Automatic,81944,Diesel,30,62.8,2.0,VW
9558,1768,Golf,2017,20995,Semi-Auto,11841,Hybrid,135,166.2,1.4,VW
9559,6741,T-Cross,2019,19999,Automatic,3461,Petrol,145,45.6,1.0,VW
9560,5400,Golf,2020,35789,Automatic,5000,Other,145,36.2,2.0,VW
9561,13299,Beetle,2016,13700,Manual,22857,Diesel,30,61.4,2.0,VW
9562,9405,Polo,2016,8790,Manual,51500,Petrol,20,60.1,1.2,VW
9563,8253,Polo,2016,8995,Manual,33069,Petrol,20,60.1,1.2,VW
9564,6152,Passat,2017,15700,Semi-Auto,36556,Diesel,30,62.8,2.0,VW
9565,11293,Tiguan,2017,25490,Semi-Auto,37101,Diesel,145,44.1,2.0,VW
9566,554,T-Roc,2018,18490,Manual,5952,Diesel,150,50.4,1.6,VW
9567,4985,Golf,2020,28640,Automatic,100,Petrol,145,47.1,1.5,VW
9568,4315,Golf,2019,21999,Automatic,5233,Petrol,145,44.1,1.5,VW
9569,10771,Tiguan,2019,22366,Manual,15574,Diesel,145,47.9,2.0,VW
9570,692,T-Roc,2020,24490,Manual,381,Petrol,150,42.2,1.5,VW
9571,6851,Polo,2019,14995,Manual,10,Petrol,145,52.3,1.0,VW
9572,316,T-Roc,2019,21676,Manual,3720,Diesel,145,46.3,2.0,VW
9573,10844,Tiguan,2017,24202,Semi-Auto,22418,Petrol,145,38.2,2.0,VW
9574,1519,Golf,2020,21495,Manual,99,Diesel,145,56.5,1.6,VW
9575,9173,Polo,2017,11000,Semi-Auto,17960,Petrol,150,60.1,1.2,VW
9576,1670,Golf,2017,22841,Semi-Auto,38560,Petrol,205,39.8,2.0,VW
9577,12215,Up,2018,8489,Manual,13524,Petrol,145,64.2,1.0,VW
9578,13458,Caravelle,2019,42999,Semi-Auto,5434,Diesel,145,33.6,2.0,VW
9579,8828,Polo,2019,12140,Manual,22150,Petrol,145,48.7,1.0,VW
9580,11586,Tiguan,2017,17699,Automatic,35367,Diesel,145,49.6,2.0,VW
9581,13873,Arteon,2019,27498,Manual,10,Diesel,145,52.3,2.0,VW
9582,10471,Tiguan,2017,14999,Manual,26393,Diesel,125,58.9,2.0,VW
9583,2438,Golf,2019,28995,Semi-Auto,5563,Petrol,145,32.8,2.0,VW
9584,7689,Polo,2016,9122,Manual,26842,Petrol,20,60.1,1.0,VW
9585,3193,Golf,2019,28980,Semi-Auto,8607,Petrol,150,32.8,2.0,VW
9586,7985,Polo,2020,14990,Manual,12201,Petrol,145,47.9,1.0,VW
9587,6906,Polo,2019,15790,Manual,4500,Petrol,145,52.3,1.0,VW
9588,12148,Up,2018,11790,Manual,22417,Petrol,145,50.4,1.0,VW
9589,449,T-Roc,2019,19290,Manual,4722,Diesel,145,50.4,1.6,VW
9590,13024,Scirocco,2015,11998,Manual,41001,Diesel,20,55.4,2.0,VW
9591,12639,Up,2020,10490,Manual,5000,Petrol,145,54.3,1.0,VW
9592,1336,Golf,2018,20289,Manual,20035,Diesel,145,60.1,2.0,VW
9593,9556,Polo,2016,10000,Manual,21745,Petrol,20,58.9,1.0,VW
9594,8501,Polo,2017,9650,Manual,5563,Petrol,20,60.1,1.0,VW
9595,7732,Polo,2019,11995,Manual,5150,Petrol,145,48.7,1.0,VW
9596,11376,Tiguan,2018,25941,Semi-Auto,10216,Diesel,150,45.6,2.0,VW
9597,10217,Tiguan,2017,21995,Semi-Auto,15888,Petrol,235,38.2,2.0,VW
9598,3199,Golf,2019,13490,Manual,13378,Petrol,150,49.6,1.0,VW
9599,713,T-Roc,2020,20000,Manual,4444,Diesel,145,51.4,1.6,VW
9600,1026,Golf,2015,14995,Manual,51271,Petrol,145,47.1,2.0,VW
9601,7014,Polo,2016,6790,Manual,51002,Petrol,20,60.1,1.0,VW
9602,11259,Tiguan,2019,26360,Automatic,12918,Diesel,145,39.8,2.0,VW
9603,9900,Polo,2015,9279,Manual,20469,Petrol,20,60.1,1.2,VW
9604,7493,Polo,2016,9299,Manual,21277,Petrol,20,58.9,1.0,VW
9605,7133,Polo,2016,8998,Manual,11305,Petrol,20,60.1,1.0,VW
9606,14804,Amarok,2017,25995,Automatic,25624,Diesel,260,36.2,3.0,VW
9607,1918,Golf,2016,12000,Manual,21146,Diesel,0,74.3,1.6,VW
9608,9436,Polo,2014,6500,Manual,50120,Petrol,125,51.4,1.2,VW
9609,12863,Up,2015,7100,Manual,36494,Petrol,20,61.4,1.0,VW
9610,10708,Tiguan,2019,33943,Manual,3129,Diesel,145,47.9,2.0,VW
9611,7243,Polo,2017,10998,Manual,11718,Petrol,145,58.9,1.0,VW
9612,8256,Polo,2019,12995,Manual,2643,Petrol,145,52.3,1.0,VW
9613,10453,Tiguan,2017,22251,Manual,21269,Diesel,125,58.9,2.0,VW
9614,5094,Golf,2010,6675,Manual,80000,Diesel,125,57.6,2.0,VW
9615,6261,Passat,2016,6992,Manual,119000,Diesel,20,70.6,1.6,VW
9616,14621,Golf SV,2016,13990,Semi-Auto,28890,Petrol,125,50.4,1.4,VW
9617,8803,Polo,2019,13490,Manual,13504,Petrol,150,52.3,1.0,VW
9618,5668,Passat,2018,16998,Semi-Auto,27996,Petrol,145,55.4,1.4,VW
9619,8288,Polo,2016,9995,Manual,40258,Petrol,20,60.1,1.2,VW
9620,205,T-Roc,2018,18232,Manual,17693,Petrol,145,55.4,1.0,VW
9621,869,Golf,2018,20995,Semi-Auto,16600,Diesel,150,57.7,2.0,VW
9622,14129,Touran,2016,15498,Manual,47701,Diesel,30,64.2,2.0,VW
9623,11171,Tiguan,2016,14290,Semi-Auto,33500,Diesel,160,49.6,2.0,VW
9624,710,T-Roc,2019,26000,Automatic,1000,Diesel,145,49.6,2.0,VW
9625,11344,Tiguan,2019,21490,Manual,5327,Petrol,145,38.2,1.5,VW
9626,1451,Golf,2020,21998,Manual,15,Petrol,150,47.9,1.5,VW
9627,13146,Scirocco,2016,15290,Manual,23649,Diesel,20,55.4,2.0,VW
9628,4678,Golf,2016,19000,Automatic,30006,Hybrid,0,188.3,1.4,VW
9629,2397,Golf,2015,10952,Manual,25612,Petrol,30,53.3,1.4,VW
9630,6391,Passat,2019,16950,Manual,14500,Diesel,150,51.4,2.0,VW
9631,3432,Golf,2015,9450,Manual,41288,Diesel,0,68.9,1.6,VW
9632,9025,Polo,2019,13990,Manual,5758,Petrol,145,47.9,1.0,VW
9633,787,Golf,2013,6999,Manual,100000,Diesel,0,74.3,1.6,VW
9634,9771,Polo,2011,5295,Manual,72000,Petrol,125,53.3,1.2,VW
9635,10985,Tiguan,2017,15491,Manual,45185,Diesel,125,58.9,2.0,VW
9636,3116,Golf,2019,12015,Manual,15926,Petrol,145,49.6,1.0,VW
9637,532,T-Roc,2019,19999,Manual,9110,Diesel,145,50.4,1.6,VW
9638,8987,Polo,2017,10691,Manual,28233,Petrol,150,60.1,1.2,VW
9639,9742,Polo,2016,8760,Manual,30000,Petrol,20,58.9,1.0,VW
9640,12791,Up,2020,10750,Manual,100,Petrol,145,54.3,1.0,VW
9641,10445,Tiguan,2017,17995,Manual,35764,Petrol,145,48.7,1.4,VW
9642,4853,Golf,2019,26750,Automatic,13602,Petrol,145,32.8,2.0,VW
9643,6356,Passat,2019,18500,Automatic,11993,Petrol,145,41.5,0.0,VW
9644,8175,Polo,2017,9491,Manual,40000,Petrol,20,60.1,1.2,VW
9645,9590,Polo,2013,8100,Manual,37720,Petrol,145,47.9,1.4,VW
9646,9095,Polo,2018,12390,Manual,8375,Petrol,145,48.7,1.0,VW
9647,6454,Passat,2016,10995,Manual,54000,Diesel,20,67.3,2.0,VW
9648,9963,Polo,2016,10199,Manual,9762,Petrol,20,58.9,1.0,VW
9649,4832,Golf,2016,17495,Manual,10661,Petrol,150,47.1,2.0,VW
9650,10898,Tiguan,2019,27995,Semi-Auto,6571,Diesel,150,31.4,2.0,VW
9651,9319,Polo,2018,14650,Manual,3000,Diesel,145,55.4,1.6,VW
9652,3129,Golf,2019,15485,Manual,9233,Petrol,145,49.6,1.0,VW
9653,13060,Scirocco,2014,11490,Semi-Auto,56679,Diesel,145,50.4,2.0,VW
9654,2576,Golf,2016,17891,Manual,19194,Petrol,145,47.1,2.0,VW
9655,6233,Passat,2017,11001,Manual,38667,Diesel,145,68.9,2.0,VW
9656,520,T-Roc,2020,33990,Semi-Auto,1247,Petrol,145,32.5,2.0,VW
9657,6256,Passat,2015,8990,Automatic,84213,Diesel,30,62.8,2.0,VW
9658,2066,Golf,2019,17298,Manual,7991,Petrol,145,47.1,1.5,VW
9659,9823,Polo,2014,6975,Manual,70000,Petrol,20,60.1,1.2,VW
9660,4649,Golf,2016,12215,Manual,33969,Petrol,30,53.3,1.4,VW
9661,5363,Golf,2017,11495,Manual,41545,Petrol,145,58.9,1.0,VW
9662,13662,Touareg,2019,40411,Semi-Auto,12597,Diesel,150,34.0,3.0,VW
9663,9761,Polo,2017,9990,Manual,22399,Petrol,145,60.1,1.2,VW
9664,9719,Polo,2016,9390,Manual,22691,Petrol,20,60.1,1.2,VW
9665,5843,Passat,2018,16991,Semi-Auto,14848,Diesel,145,68.9,1.6,VW
9666,14101,Arteon,2019,26000,Manual,3994,Diesel,145,52.3,2.0,VW
9667,14988,Jetta,2016,11795,Semi-Auto,39836,Diesel,30,62.8,2.0,VW
9668,6942,Polo,2017,9790,Manual,26337,Petrol,145,60.1,1.2,VW
9669,8205,Polo,2016,8762,Manual,47611,Petrol,20,60.1,1.2,VW
9670,3107,Golf,2016,12190,Manual,28283,Petrol,30,53.3,1.4,VW
9671,8529,Polo,2019,20790,Semi-Auto,3487,Petrol,150,39.8,2.0,VW
9672,8040,Polo,2018,12995,Manual,15395,Petrol,145,64.2,1.0,VW
9673,11828,Tiguan,2019,26000,Automatic,6000,Diesel,145,40.4,2.0,VW
9674,7615,Polo,2015,8810,Manual,19941,Petrol,20,60.1,1.0,VW
9675,14526,Golf SV,2017,13995,Semi-Auto,27500,Petrol,30,54.3,1.4,VW
9676,6013,Passat,2019,14990,Manual,17104,Diesel,145,53.3,2.0,VW
9677,14741,Amarok,2015,13998,Manual,49961,Diesel,265,36.2,2.0,VW
9678,6432,Passat,2019,22490,Manual,6232,Petrol,145,45.6,1.5,VW
9679,7376,Polo,2016,8491,Manual,38727,Petrol,20,58.9,1.0,VW
9680,7945,Polo,2020,17234,Semi-Auto,3885,Petrol,145,45.6,1.0,VW
9681,11392,Tiguan,2019,21995,Semi-Auto,9440,Petrol,145,37.7,1.5,VW
9682,923,Golf,2015,13990,Semi-Auto,62624,Diesel,30,62.8,2.0,VW
9683,3937,Golf,2019,18850,Automatic,12233,Diesel,145,52.3,2.0,VW
9684,5527,Golf,2008,2999,Manual,104000,Petrol,205,40.4,1.6,VW
9685,11503,Tiguan,2016,14950,Semi-Auto,25100,Diesel,160,49.6,2.0,VW
9686,2198,Golf,2017,13400,Manual,6800,Petrol,30,53.3,1.4,VW
9687,9892,Polo,2019,14890,Manual,1440,Petrol,145,52.3,1.0,VW
9688,14293,Touran,2019,24990,Automatic,25,Petrol,145,38.7,1.5,VW
9689,4962,Golf,2019,18950,Manual,2000,Diesel,145,56.5,1.6,VW
9690,11342,Tiguan,2017,19690,Manual,8829,Petrol,145,48.7,1.4,VW
9691,14155,Touran,2020,26495,Semi-Auto,9999,Diesel,145,47.9,2.0,VW
9692,1438,Golf,2018,14485,Semi-Auto,51939,Diesel,145,67.3,2.0,VW
9693,204,T-Roc,2018,19961,Manual,26736,Petrol,145,53.3,1.5,VW
9694,6130,Passat,2019,29995,Semi-Auto,5000,Hybrid,135,43.5,1.4,VW
9695,150,T-Roc,2019,21799,Manual,4693,Diesel,145,46.3,2.0,VW
9696,8795,Polo,2017,10295,Manual,17000,Petrol,20,60.1,1.0,VW
9697,2320,Golf,2019,16314,Manual,8906,Diesel,145,57.7,1.6,VW
9698,1707,Golf,2019,28799,Semi-Auto,4086,Petrol,145,32.8,2.0,VW
9699,358,T-Roc,2019,24995,Manual,5552,Diesel,145,50.4,2.0,VW
9700,6398,Passat,2016,8000,Manual,93620,Diesel,20,68.9,1.6,VW
9701,10790,Tiguan,2020,23741,Manual,4366,Petrol,145,38.2,1.5,VW
9702,6395,Passat,2015,8999,Manual,82354,Diesel,20,67.3,2.0,VW
9703,9239,Polo,2017,10491,Manual,24735,Petrol,20,60.1,1.2,VW
9704,812,Golf,2015,9495,Manual,25391,Diesel,0,68.9,1.6,VW
9705,6590,T-Cross,2019,19250,Manual,3714,Diesel,145,52.3,1.6,VW
9706,11835,Tiguan,2014,10100,Manual,43927,Diesel,165,48.7,2.0,VW
9707,2151,Golf,2016,12392,Manual,34628,Petrol,30,53.3,1.4,VW
9708,12462,Up,2019,8490,Manual,1445,Petrol,145,54.3,1.0,VW
9709,4603,Golf,2017,12497,Manual,25024,Petrol,30,53.3,1.4,VW
9710,9456,Polo,2012,6320,Manual,54042,Petrol,145,47.9,1.4,VW
9711,8542,Polo,2014,7230,Manual,27512,Petrol,20,60.1,1.0,VW
9712,8151,Polo,2015,8491,Manual,28451,Petrol,20,60.1,1.2,VW
9713,2393,Golf,2019,18481,Manual,3800,Petrol,145,47.1,1.5,VW
9714,8496,Polo,2017,9059,Manual,47134,Petrol,20,60.1,1.2,VW
9715,5257,Golf,2017,13980,Manual,16542,Petrol,150,54.3,1.4,VW
9716,5418,Golf,2019,18890,Manual,10,Diesel,145,62.8,2.0,VW
9717,4279,Golf,2017,16999,Manual,50901,Diesel,145,60.1,2.0,VW
9718,9136,Polo,2019,17490,Semi-Auto,2500,Petrol,150,46.3,1.0,VW
9719,4399,Golf,2016,11700,Manual,36062,Diesel,0,74.3,1.6,VW
9720,407,T-Roc,2019,18990,Manual,4339,Petrol,145,44.1,1.0,VW
9721,7030,Polo,2017,11995,Semi-Auto,31423,Petrol,145,60.1,1.2,VW
9722,7547,Polo,2016,7799,Manual,41117,Petrol,20,60.1,1.0,VW
9723,7462,Polo,2017,9917,Manual,14427,Petrol,145,60.1,1.2,VW
9724,3267,Golf,2019,20790,Semi-Auto,5446,Diesel,145,52.3,2.0,VW
9725,13144,Scirocco,2016,13490,Semi-Auto,16688,Petrol,0,65.7,2.0,VW
9726,12167,Up,2017,6999,Manual,14000,Petrol,145,64.2,1.0,VW
9727,13970,Arteon,2018,21811,Semi-Auto,21601,Diesel,145,50.4,2.0,VW
9728,1248,Golf,2019,19450,Semi-Auto,3935,Diesel,150,52.3,2.0,VW
9729,14774,Amarok,2019,34490,Automatic,8380,Diesel,260,33.6,3.0,VW
9730,7716,Polo,2017,9798,Manual,20525,Petrol,145,60.1,1.2,VW
9731,1614,Golf,2017,8250,Manual,91433,Diesel,20,72.4,1.6,VW
9732,1115,Golf,2015,11998,Semi-Auto,18506,Petrol,30,53.3,1.4,VW
9733,13921,Arteon,2020,30000,Semi-Auto,2000,Diesel,145,53.3,2.0,VW
9734,4368,Golf,2018,14799,Manual,12000,Petrol,150,54.3,1.4,VW
9735,8692,Polo,2017,8990,Manual,55902,Petrol,145,60.1,1.2,VW
9736,14569,Golf SV,2016,10999,Manual,33412,Petrol,30,55.4,1.4,VW
9737,2173,Golf,2018,19000,Manual,23452,Diesel,145,60.1,2.0,VW
9738,611,T-Roc,2020,26688,Semi-Auto,2364,Diesel,145,49.6,2.0,VW
9739,13892,Arteon,2019,29498,Semi-Auto,50,Petrol,145,47.1,2.0,VW
9740,8267,Polo,2017,9490,Manual,22952,Petrol,20,60.1,1.0,VW
9741,2759,Golf,2019,19406,Manual,3055,Petrol,145,44.8,1.5,VW
9742,7733,Polo,2017,12991,Semi-Auto,27720,Petrol,150,60.1,1.2,VW
9743,10882,Tiguan,2015,15991,Semi-Auto,32166,Diesel,205,47.1,2.0,VW
9744,6892,Polo,2013,6995,Manual,27790,Petrol,125,51.4,1.2,VW
9745,7819,Polo,2017,9500,Manual,26544,Petrol,145,60.1,1.2,VW
9746,12690,Up,2020,10200,Manual,10,Petrol,145,54.3,1.0,VW
9747,6764,T-Cross,2019,17987,Manual,3102,Petrol,145,47.9,1.0,VW
9748,6887,Polo,2018,13885,Manual,5362,Petrol,145,52.3,1.0,VW
9749,2336,Golf,2018,23995,Manual,9800,Diesel,145,60.1,2.0,VW
9750,3479,Golf,2019,19790,Semi-Auto,8219,Petrol,145,43.5,1.5,VW
9751,2558,Golf,2014,11250,Semi-Auto,17200,Petrol,30,56.5,1.4,VW
9752,4807,Golf,2017,11499,Manual,41996,Diesel,145,67.3,1.6,VW
9753,548,T-Roc,2020,21250,Manual,999,Diesel,145,50.4,2.0,VW
9754,11883,Sharan,2019,24698,Manual,25,Diesel,145,43.5,2.0,VW
9755,11603,Tiguan,2017,17399,Manual,25256,Petrol,150,48.7,1.4,VW
9756,9804,Polo,2018,12490,Manual,14152,Petrol,145,64.2,1.0,VW
9757,4343,Golf,2019,19990,Automatic,6195,Petrol,150,43.5,1.5,VW
9758,2943,Golf,2017,14371,Manual,18440,Petrol,30,53.3,1.4,VW
9759,1999,Golf,2017,22495,Semi-Auto,21298,Petrol,200,39.8,2.0,VW
9760,13700,Touareg,2019,40292,Automatic,12887,Diesel,145,34.0,3.0,VW
9761,13126,Scirocco,2016,15000,Manual,27000,Diesel,20,55.4,2.0,VW
9762,4090,Golf,2019,19491,Manual,4256,Petrol,150,45.6,1.5,VW
9763,943,Golf,2016,17498,Semi-Auto,19432,Diesel,30,62.8,2.0,VW
9764,13038,Scirocco,2016,14698,Manual,32001,Diesel,20,55.4,2.0,VW
9765,12034,Sharan,2020,28990,Semi-Auto,746,Petrol,145,32.5,1.4,VW
9766,14639,Golf SV,2014,10390,Semi-Auto,30500,Petrol,125,54.3,1.4,VW
9767,12087,Sharan,2020,29950,Automatic,1000,Diesel,145,41.5,2.0,VW
9768,11435,Tiguan,2019,25995,Semi-Auto,33033,Diesel,145,39.8,2.0,VW
9769,10950,Tiguan,2017,23502,Manual,20903,Diesel,145,50.4,2.0,VW
9770,15094,CC,2012,7995,Manual,58000,Diesel,30,60.1,2.0,VW
9771,7181,Polo,2018,12489,Manual,17137,Petrol,145,64.2,1.0,VW
9772,8771,Polo,2019,23432,Semi-Auto,6000,Petrol,145,39.8,2.0,VW
9773,12312,Up,2017,6999,Manual,27968,Petrol,145,64.2,1.0,VW
9774,7246,Polo,2017,14998,Semi-Auto,10727,Petrol,145,61.4,1.4,VW
9775,7199,Polo,2016,10489,Manual,29581,Petrol,20,60.1,1.2,VW
9776,24,T-Roc,2018,19995,Manual,16251,Petrol,145,53.3,1.5,VW
9777,14283,Touran,2018,20376,Manual,3442,Petrol,145,49.6,1.4,VW
9778,3553,Golf,2019,22990,Semi-Auto,6000,Petrol,145,43.5,1.5,VW
9779,4236,Golf,2018,20499,Semi-Auto,23537,Petrol,145,44.1,2.0,VW
9780,375,T-Roc,2018,17771,Manual,18849,Petrol,150,55.4,1.0,VW
9781,9615,Polo,2017,9899,Manual,29700,Petrol,20,60.1,1.2,VW
9782,5156,Golf,2015,11399,Manual,27115,Petrol,30,53.3,1.4,VW
9783,11453,Tiguan,2017,23447,Semi-Auto,29646,Petrol,145,38.2,2.0,VW
9784,11249,Tiguan,2014,15480,Semi-Auto,37500,Diesel,200,47.1,2.0,VW
9785,7084,Polo,2017,14998,Semi-Auto,20521,Petrol,145,50.4,1.8,VW
9786,8281,Polo,2017,11390,Automatic,24548,Petrol,145,60.1,1.2,VW
9787,3965,Golf,2019,19490,Semi-Auto,5119,Diesel,145,52.3,2.0,VW
9788,13754,Touareg,2019,59990,Semi-Auto,9950,Diesel,150,34.0,3.0,VW
9789,10094,Polo,2015,9299,Manual,15384,Petrol,20,60.1,1.2,VW
9790,14445,Touran,2011,5195,Manual,82000,Diesel,145,55.4,1.6,VW
9791,13600,Touareg,2018,37795,Semi-Auto,8478,Diesel,145,34.5,3.0,VW
9792,9621,Polo,2016,7195,Manual,46850,Petrol,20,60.1,1.0,VW
9793,5340,Golf,2014,12250,Automatic,41658,Petrol,20,60.1,1.4,VW
9794,14314,Touran,2017,19490,Manual,12211,Petrol,150,49.6,1.4,VW
9795,291,T-Roc,2019,23591,Semi-Auto,3497,Petrol,145,39.8,1.5,VW
9796,14271,Touran,2019,23780,Manual,6988,Diesel,145,47.9,2.0,VW
9797,12955,Up,2017,7420,Manual,26075,Petrol,20,64.2,1.0,VW
9798,1437,Golf,2017,18785,Manual,29270,Diesel,150,60.1,2.0,VW
9799,2927,Golf,2017,16700,Manual,23941,Diesel,20,67.3,2.0,VW
9800,10000,Polo,2010,2750,Manual,105640,Petrol,125,51.4,1.2,VW
9801,1098,Golf,2016,11498,Manual,21305,Diesel,0,74.3,1.6,VW
9802,5994,Passat,2017,16011,Manual,20535,Diesel,150,67.3,2.0,VW
9803,12560,Up,2013,5763,Manual,31033,Petrol,20,62.8,1.0,VW
9804,11607,Tiguan,2014,12490,Automatic,68184,Diesel,200,47.1,2.0,VW
9805,4981,Golf,2015,11000,Manual,93310,Diesel,20,67.3,2.0,VW
9806,9107,Polo,2019,14995,Manual,500,Petrol,145,52.3,1.0,VW
9807,4388,Golf,2012,7280,Manual,47500,Petrol,165,45.6,1.4,VW
9808,4094,Golf,2020,21995,Manual,1000,Petrol,150,49.6,1.5,VW
9809,9564,Polo,2015,9400,Manual,37207,Petrol,20,60.1,1.2,VW
9810,8262,Polo,2019,18990,Semi-Auto,5301,Petrol,145,39.8,2.0,VW
