,index,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
3760,873,Focus,2018,14000,Manual,12090,Petrol,145.0,58.9,1.0,Ford
3761,22296,Focus,2016,13750,Manual,38000,Diesel,,,2.0,Ford
3762,115,Fiesta,2017,11998,Manual,6568,Petrol,145.0,62.8,1.0,Ford
3763,9744,Fiesta,2017,9295,Manual,16129,Petrol,145.0,65.7,1.0,Ford
3764,6472,EcoSport,2018,12770,Manual,12000,Petrol,145.0,53.3,1.0,Ford
3765,11061,Fiesta,2019,16299,Semi-Auto,8398,Petrol,145.0,48.7,1.0,Ford
3766,10305,EcoSport,2017,9200,Manual,17166,Petrol,125.0,52.3,1.0,Ford
3767,8888,Fiesta,2014,7495,Manual,29840,Diesel,0.0,76.4,1.5,Ford
3768,9509,Fiesta,2017,8900,Manual,13029,Petrol,0.0,65.7,1.0,Ford
3769,17707,C-MAX,2016,10995,Automatic,5000,Diesel,20.0,64.2,1.5,Ford
3770,7628,Fiesta,2018,9499,Manual,12000,Petrol,145.0,65.7,1.0,Ford
3771,10763,Focus,2017,12620,Semi-Auto,23829,Petrol,125.0,51.4,1.0,Ford
3772,15355,Edge,2017,20500,Automatic,30255,Diesel,165.0,48.7,2.0,Ford
3773,5390,Focus,2018,11950,Manual,15654,Diesel,145.0,74.3,1.5,Ford
3774,4518,Focus,2019,15950,Manual,6283,Petrol,145.0,60.1,1.0,Ford
3775,2239,B-MAX,2016,7995,Manual,21299,Diesel,20.0,70.6,1.6,Ford
3776,11761,B-MAX,2014,5750,Manual,51090,Petrol,30.0,55.4,1.0,Ford
3777,3287,EcoSport,2017,10798,Manual,9361,Petrol,125.0,53.3,1.0,Ford
3778,18569,Focus,2019,17991,Manual,4976,Petrol,,,1.0,Ford
3779,5358,Focus,2016,8780,Manual,37460,Diesel,0.0,74.3,1.5,Ford
3780,20741,Focus,2016,10000,Manual,34297,Diesel,,,1.5,Ford
3781,1778,Focus,2018,16998,Manual,31925,Diesel,145.0,67.3,2.0,Ford
3782,16330,Fiesta,2017,11783,Automatic,23000,Petrol,0.0,57.7,0.0,Ford
3783,19368,Focus,2018,13650,Manual,8761,Petrol,,,1.0,Ford
3784,2755,Edge,2018,22998,Semi-Auto,9343,Diesel,145.0,47.9,2.0,Ford
3785,5226,B-MAX,2017,9291,Manual,23015,Diesel,0.0,74.3,1.5,Ford
3786,13001,Fiesta,2018,11850,Manual,17224,Petrol,145.0,56.5,1.0,Ford
3787,15827,Kuga,2019,15899,Manual,6562,Petrol,145.0,34.4,1.5,Ford
3788,373,Focus,2015,13998,Manual,35689,Petrol,205.0,41.5,2.0,Ford
3789,19443,Focus,2018,13995,Manual,11612,Petrol,,,1.0,Ford
3790,1333,Fiesta,2017,10210,Manual,5146,Petrol,0.0,65.7,1.0,Ford
3791,9874,Focus,2016,9495,Manual,9750,Petrol,20.0,60.1,1.0,Ford
3792,21148,Focus,2019,14695,Manual,13257,Petrol,,,1.0,Ford
3793,21900,Focus,2017,10750,Manual,25519,Diesel,,,1.5,Ford
3794,2493,Fiesta,2017,10998,Semi-Auto,6931,Petrol,0.0,57.7,1.0,Ford
3795,18159,Focus,2017,17698,Manual,14557,Petrol,,,2.0,Ford
3796,12422,Fiesta,2017,8190,Manual,23898,Petrol,0.0,65.7,1.0,Ford
3797,19144,Focus,2019,17497,Manual,8493,Petrol,,,1.0,Ford
3798,20953,Focus,2016,14699,Manual,42524,Petrol,,,2.0,Ford
3799,15600,Fiesta,2018,12300,Manual,20536,Petrol,0.0,69.0,1.0,Ford
3800,3065,Fiesta,2018,11995,Manual,6203,Petrol,145.0,58.9,1.0,Ford
3801,16534,Focus,2015,13999,Manual,30367,Petrol,200.0,41.5,2.0,Ford
3802,1975,Fiesta,2016,10175,Manual,7917,Petrol,0.0,65.7,1.0,Ford
3803,14829,Kuga,2019,19999,Manual,4185,Diesel,145.0,47.9,2.0,Ford
3804,21382,Focus,2018,13990,Manual,16500,Petrol,,,1.0,Ford
3805,4917,Fiesta,2018,9990,Manual,21637,Petrol,145.0,64.2,1.1,Ford
3806,16585,Focus,2015,8299,Automatic,52816,Diesel,20.0,67.3,1.5,Ford
3807,2915,Ka+,2017,6930,Manual,12555,Petrol,145.0,57.7,1.2,Ford
3808,11774,Focus,2019,18495,Manual,6275,Petrol,150.0,60.1,1.0,Ford
3809,16504,Fiesta,2015,6999,Manual,47612,Diesel,0.0,76.4,1.5,Ford
3810,10919,Fiesta,2019,11799,Manual,4126,Petrol,145.0,58.9,1.0,Ford
3811,14659,Focus,2017,11500,Manual,2481,Petrol,145.0,60.1,1.0,Ford
3812,1983,Fiesta,2019,12995,Manual,8,Petrol,145.0,55.4,1.1,Ford
3813,4694,Focus,2016,10142,Manual,31500,Diesel,0.0,74.3,1.5,Ford
3814,10532,Fiesta,2018,9679,Manual,14044,Petrol,150.0,64.2,1.1,Ford
3815,4528,Focus,2018,13450,Manual,19729,Petrol,145.0,57.7,1.0,Ford
3816,664,Focus,2019,17498,Automatic,11022,Petrol,145.0,51.4,1.0,Ford
3817,12557,S-MAX,2019,25500,Semi-Auto,15519,Diesel,145.0,51.4,2.0,Ford
3818,9039,Fiesta,2018,10500,Manual,8234,Petrol,145.0,64.2,1.1,Ford
3819,192,Fiesta,2019,12798,Manual,10567,Petrol,145.0,58.9,1.0,Ford
3820,12891,Focus,2019,18500,Manual,7831,Petrol,145.0,60.1,1.0,Ford
3821,12287,Fiesta,2018,10500,Manual,9684,Petrol,145.0,65.7,1.0,Ford
3822,167,Mondeo,2016,9998,Manual,38358,Diesel,0.0,78.5,1.5,Ford
3823,15184,Kuga,2017,12000,Manual,21750,Petrol,160.0,45.6,1.5,Ford
3824,19245,Focus,2018,13790,Manual,19910,Petrol,,,1.5,Ford
3825,12898,Galaxy,2019,28000,Semi-Auto,14872,Diesel,145.0,46.3,2.0,Ford
3826,22490,Focus,2012,6195,Manual,31543,Diesel,,,1.6,Ford
3827,11712,Kuga,2019,21999,Manual,5900,Diesel,145.0,47.9,2.0,Ford
3828,1329,Fiesta,2017,8291,Manual,23080,Petrol,145.0,54.3,1.2,Ford
3829,8722,Fiesta,2018,10800,Manual,19153,Petrol,145.0,65.7,1.0,Ford
3830,20416,Focus,2015,13000,Manual,41599,Petrol,,,2.0,Ford
3831,6847,Focus,2018,14870,Manual,14030,Petrol,145.0,58.9,1.0,Ford
3832,1617,Fiesta,2018,10695,Manual,19428,Petrol,145.0,65.7,1.0,Ford
3833,1397,Edge,2017,20498,Manual,17399,Diesel,145.0,48.7,2.0,Ford
3834,4331,Fiesta,2017,8400,Manual,38524,Petrol,145.0,65.7,1.0,Ford
3835,9650,Fiesta,2015,8619,Manual,22967,Petrol,0.0,65.7,1.0,Ford
3836,18329,Focus,2019,15998,Manual,4500,Diesel,,,1.5,Ford
3837,17535,Focus,2017,10800,Manual,22988,Petrol,20.0,60.1,1.0,Ford
3838,8484,Fiesta,2018,10620,Manual,13240,Petrol,145.0,65.7,1.0,Ford
3839,6169,Fiesta,2018,16499,Manual,12299,Petrol,145.0,40.3,1.5,Ford
3840,1385,Kuga,2015,9827,Manual,58837,Diesel,125.0,60.1,2.0,Ford
3841,9962,Focus,2015,8695,Manual,39394,Petrol,20.0,60.1,1.0,Ford
3842,11633,Focus,2019,15990,Manual,10865,Petrol,145.0,60.1,1.0,Ford
3843,4871,Grand C-MAX,2017,10800,Manual,13809,Diesel,30.0,64.2,1.5,Ford
3844,7317,Focus,2018,18500,Manual,23604,Diesel,145.0,67.3,2.0,Ford
3845,8867,Focus,2019,15800,Manual,9379,Petrol,145.0,58.9,1.0,Ford
3846,20800,Focus,2018,18695,Manual,12589,Petrol,,,2.0,Ford
3847,247,B-MAX,2013,5698,Manual,44901,Petrol,145.0,47.1,1.4,Ford
3848,20676,Focus,2017,8700,Manual,45450,Diesel,,,1.5,Ford
3849,3257,EcoSport,2018,13091,Manual,8169,Petrol,145.0,53.3,1.0,Ford
3850,141,Focus,2018,12995,Manual,9781,Petrol,145.0,60.1,1.0,Ford
3851,5946,Focus,2019,17520,Manual,4132,Petrol,145.0,60.1,1.0,Ford
3852,11478,Focus,2015,6999,Manual,65419,Diesel,0.0,74.3,1.5,Ford
3853,2929,Fiesta,2018,11250,Manual,20186,Petrol,145.0,56.5,1.0,Ford
3854,1496,Fiesta,2013,5820,Manual,46191,Petrol,30.0,54.3,1.2,Ford
3855,9232,Focus,2013,11990,Manual,47729,Petrol,235.0,39.2,2.0,Ford
3856,3812,Focus,2019,17497,Manual,8493,Petrol,145.0,60.1,1.0,Ford
3857,6269,B-MAX,2017,9991,Semi-Auto,9622,Petrol,160.0,44.1,1.6,Ford
3858,7582,Kuga,2016,14298,Manual,41026,Diesel,145.0,54.3,2.0,Ford
3859,5336,Focus,2017,11620,Manual,26508,Diesel,145.0,74.3,1.5,Ford
3860,1514,EcoSport,2018,13750,Manual,12932,Petrol,145.0,54.3,1.0,Ford
3861,12728,Fiesta,2018,12499,Automatic,37127,Petrol,145.0,54.3,1.0,Ford
3862,13015,Focus,2019,17900,Automatic,2065,Petrol,145.0,51.4,1.0,Ford
3863,11695,Fiesta,2017,9938,Manual,13195,Petrol,0.0,65.7,1.0,Ford
3864,6995,Fiesta,2017,8300,Manual,28871,Petrol,145.0,64.2,1.1,Ford
3865,10090,Ka+,2018,8495,Manual,13561,Petrol,150.0,47.9,1.2,Ford
3866,13472,B-MAX,2014,6500,Manual,57200,Petrol,30.0,57.7,1.0,Ford
3867,11855,Galaxy,2016,16299,Manual,35029,Diesel,125.0,56.5,2.0,Ford
3868,5554,Fiesta,2017,10260,Manual,9996,Petrol,145.0,65.7,1.0,Ford
3869,21583,Focus,2015,6980,Manual,14939,Petrol,,,1.6,Ford
3870,7956,Focus,2019,14250,Manual,4654,Petrol,145.0,60.1,1.0,Ford
3871,20408,Focus,2017,9300,Manual,36687,Petrol,,,1.0,Ford
3872,16074,Fiesta,2018,10770,Manual,17202,Petrol,145.0,65.7,1.0,Ford
3873,16823,Fiesta,2016,8375,Manual,17679,Petrol,125.0,54.3,1.2,Ford
3874,16937,Fiesta,2018,10250,Manual,23022,Petrol,145.0,65.7,1.0,Ford
3875,15466,Fiesta,2016,10800,Manual,20615,Petrol,20.0,62.8,1.0,Ford
3876,4078,Fiesta,2017,10971,Manual,10388,Petrol,145.0,65.7,1.0,Ford
3877,19729,Focus,2019,17520,Manual,4764,Petrol,,,1.0,Ford
3878,7890,Fiesta,2019,14000,Manual,11884,Petrol,145.0,58.9,1.0,Ford
3879,15376,Focus,2019,18489,Manual,9567,Diesel,145.0,57.7,1.5,Ford
3880,22407,Focus,2017,10750,Manual,34000,Petrol,,,1.0,Ford
3881,12014,Kuga,2019,17700,Manual,8273,Diesel,145.0,38.2,2.0,Ford
3882,22424,Focus,2016,9099,Automatic,39191,Diesel,,,1.5,Ford
3883,17040,Fiesta,2017,10290,Manual,7824,Petrol,145.0,65.7,1.0,Ford
3884,8429,Focus,2017,9300,Manual,36687,Petrol,150.0,60.1,1.0,Ford
3885,3457,Fiesta,2016,6800,Manual,36400,Petrol,0.0,65.7,1.0,Ford
3886,736,C-MAX,2016,9998,Manual,17330,Diesel,20.0,68.9,1.5,Ford
3887,12796,Fiesta,2014,7999,Manual,23101,Petrol,0.0,65.7,1.0,Ford
3888,7149,Fiesta,2019,11495,Manual,9973,Petrol,145.0,58.9,1.0,Ford
3889,7067,Kuga,2015,12890,Manual,45980,Diesel,150.0,54.3,2.0,Ford
3890,4275,C-MAX,2018,10298,Manual,26996,Petrol,145.0,55.4,1.0,Ford
3891,9424,Focus,2017,8895,Manual,29984,Petrol,20.0,61.4,1.0,Ford
3892,16083,Mondeo,2015,9899,Automatic,54349,Diesel,125.0,58.9,2.0,Ford
3893,20276,Focus,2019,17520,Manual,8,Petrol,,,1.0,Ford
3894,10738,Kuga,2018,16495,Manual,8000,Petrol,145.0,45.6,1.5,Ford
3895,15995,Fiesta,2014,4995,Manual,82809,Diesel,0.0,76.4,1.5,Ford
3896,9221,Fiesta,2019,12700,Manual,8572,Diesel,145.0,58.9,1.5,Ford
3897,6666,Focus,2019,15340,Manual,6175,Petrol,145.0,60.1,1.0,Ford
3898,18768,Focus,2019,17495,Manual,6800,Petrol,,,1.0,Ford
3899,5809,KA,2015,4960,Manual,32711,Petrol,30.0,57.7,1.2,Ford
3900,17014,EcoSport,2019,18495,Manual,1350,Petrol,145.0,51.4,1.0,Ford
3901,17842,Fiesta,2020,15000,Manual,424,Petrol,145.0,58.9,1.0,Ford
3902,10082,Fiesta,2013,4795,Manual,75340,Petrol,30.0,54.3,1.2,Ford
3903,6047,S-MAX,2016,15895,Manual,34754,Diesel,125.0,56.5,2.0,Ford
3904,5893,Ka+,2019,10630,Manual,2573,Petrol,145.0,47.9,1.2,Ford
3905,18466,Focus,2019,17490,Manual,944,Petrol,,,1.0,Ford
3906,23349,Focus,2017,11000,Manual,17339,Petrol,,,1.0,Ford
3907,21918,Focus,2015,8000,Manual,65000,Diesel,,,1.5,Ford
3908,11149,Focus,2017,10990,Semi-Auto,23224,Petrol,150.0,51.4,1.0,Ford
3909,21560,Focus,2017,9129,Manual,44897,Diesel,,,1.5,Ford
3910,20950,Focus,2017,11995,Manual,11500,Petrol,,,1.0,Ford
3911,16500,Fiesta,2013,7999,Manual,8527,Petrol,30.0,54.3,1.2,Ford
3912,1063,Focus,2018,11810,Manual,17330,Petrol,145.0,51.4,1.5,Ford
3913,20163,Focus,2018,11800,Manual,25299,Diesel,,,1.5,Ford
3914,14338,Fiesta,2016,11499,Manual,19436,Petrol,145.0,47.9,1.6,Ford
3915,13991,Fiesta,2018,8500,Manual,60000,Diesel,150.0,85.6,1.5,Ford
3916,2651,Focus,2018,10870,Manual,19862,Petrol,145.0,60.1,1.0,Ford
3917,6250,C-MAX,2016,9995,Manual,31888,Diesel,20.0,68.9,1.5,Ford
3918,10512,Fiesta,2019,13890,Automatic,5452,Petrol,145.0,48.7,1.0,Ford
3919,20233,Focus,2013,6190,Manual,47207,Diesel,,,1.6,Ford
3920,6482,C-MAX,2016,10000,Manual,37000,Diesel,20.0,68.9,1.5,Ford
3921,11299,S-MAX,2017,16899,Manual,36791,Diesel,145.0,56.5,2.0,Ford
3922,6483,Fiesta,2016,8000,Manual,33048,Diesel,0.0,78.5,1.5,Ford
3923,18781,Focus,2019,13998,Manual,18114,Petrol,,,1.0,Ford
3924,13423,Fiesta,2018,9690,Manual,25700,Petrol,145.0,58.9,1.0,Ford
3925,4660,EcoSport,2017,10497,Manual,13910,Petrol,145.0,53.3,1.0,Ford
3926,2789,Mondeo,2017,11990,Manual,25490,Diesel,145.0,67.3,2.0,Ford
3927,2416,Kuga,2017,14998,Manual,9587,Diesel,150.0,60.1,2.0,Ford
3928,4671,Fiesta,2016,9797,Semi-Auto,17970,Petrol,0.0,57.7,1.0,Ford
3929,5362,Focus,2017,18367,Manual,14535,Petrol,145.0,41.5,2.0,Ford
3930,958,Focus,2018,11650,Manual,7680,Petrol,145.0,60.1,1.0,Ford
3931,14955,B-MAX,2016,9499,Automatic,12499,Petrol,165.0,44.1,1.6,Ford
3932,4032,Fiesta,2020,19718,Manual,10,Petrol,145.0,55.4,1.0,Ford
3933,19823,Focus,2018,14999,Manual,9795,Petrol,,,1.0,Ford
3934,18886,Focus,2018,17891,Manual,14384,Petrol,,,2.0,Ford
3935,13166,Focus,2016,11500,Semi-Auto,6474,Petrol,125.0,51.4,1.0,Ford
3936,11337,Kuga,2015,10199,Semi-Auto,66576,Diesel,145.0,52.3,2.0,Ford
3937,22314,Focus,2017,10280,Manual,12257,Diesel,,,1.5,Ford
3938,15847,Fiesta,2012,3690,Manual,95299,Diesel,0.0,68.9,1.6,Ford
3939,1205,Kuga,2013,8698,Manual,62637,Diesel,145.0,53.3,2.0,Ford
3940,18933,Focus,2016,9275,Manual,44139,Diesel,,,1.5,Ford
3941,1759,Focus,2017,13498,Manual,27491,Petrol,150.0,56.5,1.0,Ford
3942,10323,C-MAX,2017,10060,Manual,21295,Petrol,160.0,44.1,1.6,Ford
3943,4606,Puma,2020,21495,Manual,10,Petrol,145.0,50.4,1.0,Ford
3944,6994,EcoSport,2016,10300,Manual,14801,Petrol,125.0,53.3,1.0,Ford
3945,6011,Fiesta,2014,7595,Manual,40515,Petrol,0.0,65.7,1.0,Ford
3946,12911,Focus,2016,16920,Manual,16825,Petrol,200.0,41.5,2.0,Ford
3947,12206,EcoSport,2018,16000,Manual,3198,Diesel,145.0,58.9,1.5,Ford
3948,17046,Fiesta,2016,7298,Manual,32688,Diesel,0.0,76.4,1.5,Ford
3949,20277,Focus,2018,16690,Manual,19091,Petrol,,,2.0,Ford
3950,18105,Focus,2019,28730,Manual,6108,Petrol,,,2.3,Ford
3951,1023,B-MAX,2016,8698,Manual,24917,Petrol,30.0,57.7,1.0,Ford
3952,19617,Focus,2016,10291,Manual,25957,Diesel,,,1.5,Ford
3953,11127,Fiesta,2016,8990,Manual,14914,Petrol,125.0,54.3,1.2,Ford
3954,15917,Focus,2017,12000,Manual,36851,Diesel,150.0,74.3,1.5,Ford
3955,23113,Focus,2019,19340,Automatic,12198,Diesel,,,1.5,Ford
3956,21779,Focus,2015,9175,Automatic,17180,Petrol,,,1.6,Ford
3957,7478,S-MAX,2017,16998,Semi-Auto,35940,Diesel,145.0,52.3,2.0,Ford
3958,15909,Fiesta,2015,7695,Manual,28200,Petrol,30.0,54.3,1.2,Ford
3959,21984,Focus,2014,11318,Manual,40402,Petrol,,,2.0,Ford
3960,22585,Focus,2019,22000,Automatic,4855,Diesel,,,2.0,Ford
3961,10141,Mondeo,2017,14999,Semi-Auto,44097,Diesel,145.0,58.9,2.0,Ford
3962,13074,Focus,2017,12500,Semi-Auto,8593,Petrol,125.0,51.4,1.0,Ford
3963,16574,Focus,2017,22000,Manual,36437,Petrol,235.0,36.7,2.3,Ford
3964,5148,Fiesta,2017,8191,Manual,10435,Petrol,125.0,54.3,1.2,Ford
3965,12060,Kuga,2017,11990,Manual,25994,Petrol,150.0,45.6,1.5,Ford
3966,22511,Focus,2018,13399,Manual,10040,Petrol,,,1.0,Ford
3967,8574,Kuga,2015,8725,Manual,73506,Diesel,125.0,60.1,2.0,Ford
3968,6241,Fiesta,2019,16295,Semi-Auto,7960,Petrol,145.0,48.7,1.0,Ford
3969,3130,Focus,2016,10000,Manual,39417,Diesel,0.0,74.3,1.5,Ford
3970,11065,Focus,2019,22000,Automatic,13917,Diesel,145.0,64.2,2.0,Ford
3971,1746,Focus,2019,15298,Automatic,13746,Petrol,150.0,50.4,1.0,Ford
3972,14273,Mondeo,2016,10999,Automatic,54347,Diesel,125.0,57.7,2.0,Ford
3973,19982,Focus,2017,10900,Manual,18324,Petrol,,,1.0,Ford
3974,14274,Mondeo,2015,8390,Manual,52352,Diesel,20.0,68.9,2.0,Ford
3975,11167,B-MAX,2013,5495,Semi-Auto,56950,Petrol,160.0,44.1,1.6,Ford
3976,15856,Kuga,2016,10499,Manual,51000,Diesel,30.0,64.2,1.5,Ford
3977,7291,S-MAX,2016,19995,Manual,19398,Diesel,125.0,56.5,2.0,Ford
3978,17523,Fiesta,2017,11500,Automatic,22200,Petrol,150.0,54.3,1.0,Ford
3979,23344,Focus,2019,16500,Manual,4591,Petrol,,,1.0,Ford
3980,7964,KA,2015,4670,Manual,42429,Petrol,30.0,57.7,1.2,Ford
3981,23014,Focus,2019,19500,Manual,3000,Diesel,,,1.5,Ford
3982,5574,Fiesta,2015,5991,Manual,61763,Petrol,125.0,54.3,1.2,Ford
3983,3011,Focus,2019,17520,Manual,4835,Petrol,145.0,60.1,1.0,Ford
3984,1985,Focus,2019,29495,Manual,4430,Petrol,145.0,34.5,2.3,Ford
3985,7265,Ka+,2018,9500,Manual,8371,Petrol,145.0,57.7,1.2,Ford
3986,176,B-MAX,2013,5995,Manual,42996,Diesel,20.0,70.6,1.6,Ford
3987,10582,Kuga,2018,17160,Manual,10267,Petrol,145.0,39.2,1.5,Ford
3988,15947,Focus,2015,9999,Manual,13946,Diesel,0.0,74.3,1.5,Ford
3989,3070,Focus,2016,8997,Manual,44139,Diesel,0.0,74.3,1.5,Ford
3990,7094,Mondeo,2016,13090,Automatic,6763,Petrol,160.0,44.8,1.5,Ford
3991,9213,Focus,2018,12500,Manual,12900,Petrol,145.0,61.4,1.0,Ford
3992,23018,Focus,2018,14000,Manual,8724,Diesel,,,1.5,Ford
3993,832,Kuga,2017,15500,Manual,30878,Diesel,145.0,60.1,2.0,Ford
3994,19626,Focus,2017,12995,Manual,13013,Petrol,,,1.0,Ford
3995,16780,Mondeo,2018,13699,Automatic,40517,Diesel,145.0,45.6,2.0,Ford
3996,13111,Fiesta,2017,10000,Manual,17559,Petrol,0.0,65.7,1.0,Ford
3997,818,Focus,2019,25498,Manual,4813,Petrol,145.0,34.5,2.3,Ford
3998,764,EcoSport,2017,9591,Manual,21236,Petrol,145.0,52.3,1.0,Ford
3999,5119,Fiesta,2017,7491,Manual,36952,Petrol,150.0,54.3,1.2,Ford
4000,19396,Focus,2019,15750,Manual,4637,Petrol,,,1.0,Ford
4001,11767,Focus,2018,12195,Manual,11821,Petrol,145.0,60.1,1.0,Ford
4002,2681,Fiesta,2015,7410,Manual,53593,Diesel,0.0,78.5,1.5,Ford
4003,14834,Focus,2019,15124,Manual,17354,Diesel,145.0,74.3,1.5,Ford
4004,14104,Fiesta,2017,7990,Manual,19000,Petrol,0.0,65.7,1.0,Ford
4005,9964,Fiesta,2017,8995,Manual,24195,Petrol,150.0,64.2,1.1,Ford
4006,18425,Focus,2017,11991,Manual,23161,Diesel,,,1.5,Ford
4007,6715,Kuga,2014,9998,Semi-Auto,43061,Diesel,205.0,45.6,2.0,Ford
4008,17972,Focus,2020,24999,Manual,4900,Petrol,,,2.3,Ford
4009,2197,Kuga,2019,14995,Manual,7641,Petrol,150.0,40.4,1.5,Ford
4010,15834,Focus,2015,6499,Automatic,72000,Petrol,165.0,44.8,1.6,Ford
4011,9923,EcoSport,2017,10795,Manual,13383,Petrol,145.0,52.3,1.0,Ford
4012,6422,Fiesta,2017,9750,Manual,19476,Diesel,0.0,78.5,1.5,Ford
4013,8744,C-MAX,2015,10795,Manual,10500,Petrol,30.0,55.4,1.0,Ford
4014,2808,Ka+,2017,6995,Manual,22653,Petrol,145.0,57.7,1.2,Ford
4015,13209,EcoSport,2019,19995,Manual,1000,Petrol,145.0,51.4,1.0,Ford
4016,18268,Focus,2019,18450,Automatic,14464,Diesel,,,1.5,Ford
4017,2019,Kuga,2018,14495,Manual,37127,Diesel,145.0,64.2,1.5,Ford
4018,23390,Focus,2019,16400,Manual,13816,Petrol,,,1.0,Ford
4019,21628,Focus,2016,10000,Manual,19785,Petrol,,,1.0,Ford
4020,2052,Focus,2016,9498,Manual,34913,Diesel,0.0,74.3,1.5,Ford
4021,6181,Focus,2018,18999,Manual,20298,Diesel,150.0,67.3,2.0,Ford
4022,21186,Focus,2018,12195,Manual,11821,Petrol,,,1.0,Ford
4023,14421,Focus,2011,5450,Manual,63000,Diesel,20.0,67.3,1.6,Ford
4024,17326,Kuga,2013,12495,Automatic,29900,Diesel,195.0,45.6,2.0,Ford
4025,2853,Fiesta,2017,9499,Manual,3266,Petrol,145.0,64.2,1.1,Ford
4026,8291,Puma,2020,23499,Manual,1850,Petrol,145.0,49.6,1.0,Ford
4027,20976,Focus,2016,9999,Manual,23325,Petrol,,,1.0,Ford
4028,10939,Fiesta,2018,11200,Manual,14338,Petrol,150.0,62.8,1.0,Ford
4029,13956,Fiesta,2016,8800,Manual,38392,Petrol,0.0,65.7,1.0,Ford
4030,21594,Focus,2017,18200,Manual,17000,Petrol,,,2.0,Ford
4031,15407,Fiesta,2017,12000,Automatic,12983,Petrol,145.0,57.7,1.0,Ford
4032,1232,Fiesta,2018,10400,Manual,18515,Petrol,145.0,65.7,1.0,Ford
4033,14532,Mondeo,2016,8793,Manual,108000,Diesel,30.0,65.7,2.0,Ford
4034,6020,Galaxy,2019,27853,Semi-Auto,4101,Diesel,145.0,54.3,2.0,Ford
4035,20476,Focus,2018,14600,Manual,7119,Diesel,,,1.5,Ford
4036,4060,Kuga,2014,9000,Manual,39187,Diesel,125.0,60.1,2.0,Ford
4037,17262,Mondeo,2011,4895,Manual,75905,Petrol,260.0,35.8,2.0,Ford
4038,4954,Kuga,2019,23995,Manual,6370,Diesel,145.0,37.7,2.0,Ford
4039,7188,Focus,2016,7890,Manual,36329,Diesel,0.0,74.3,1.5,Ford
4040,12804,EcoSport,2017,11000,Manual,22164,Petrol,125.0,53.3,1.0,Ford
4041,22139,Focus,2015,9400,Manual,48153,Diesel,,,1.5,Ford
4042,1145,Fiesta,2018,9981,Manual,4399,Petrol,145.0,64.2,1.1,Ford
4043,10420,C-MAX,2017,10110,Manual,15342,Diesel,20.0,68.9,1.5,Ford
4044,22665,Focus,2015,10699,Automatic,21147,Petrol,,,1.5,Ford
4045,2669,Fiesta,2014,6650,Manual,57016,Petrol,0.0,65.7,1.0,Ford
4046,6951,Focus,2018,11995,Manual,46679,Diesel,145.0,74.3,1.5,Ford
4047,9179,Focus,2016,8900,Manual,44876,Diesel,0.0,74.3,1.5,Ford
4048,20952,Focus,2019,14995,Manual,843,Petrol,,,1.0,Ford
4049,355,Focus,2018,11999,Manual,6691,Petrol,145.0,61.4,1.0,Ford
4050,4984,Fiesta,2020,21000,Manual,10,Petrol,150.0,40.3,1.5,Ford
4051,10752,B-MAX,2013,6999,Manual,24850,Petrol,30.0,55.4,1.0,Ford
4052,20764,Focus,2017,10340,Manual,31767,Petrol,,,1.0,Ford
4053,14111,Grand C-MAX,2016,10199,Manual,26297,Diesel,30.0,64.2,1.5,Ford
4054,7685,Focus,2019,20000,Manual,3750,Petrol,145.0,60.1,1.0,Ford
4055,1846,S-MAX,2018,19750,Manual,19896,Diesel,145.0,56.5,2.0,Ford
4056,7323,Fiesta,2017,7999,Manual,26548,Petrol,145.0,54.3,1.2,Ford
4057,5775,Edge,2019,30500,Semi-Auto,6482,Diesel,145.0,37.2,2.0,Ford
4058,19460,Focus,2018,13498,Manual,15012,Petrol,,,1.0,Ford
4059,9077,Focus,2017,10995,Semi-Auto,27328,Petrol,125.0,51.4,1.0,Ford
4060,20625,Focus,2019,16700,Manual,14310,Petrol,,,1.0,Ford
4061,5522,Fiesta,2019,16490,Automatic,3579,Petrol,145.0,48.7,1.0,Ford
4062,3369,Ka+,2017,6521,Manual,42981,Petrol,30.0,57.7,1.2,Ford
4063,2641,C-MAX,2017,12298,Manual,18593,Petrol,30.0,55.4,1.0,Ford
4064,12965,Galaxy,2013,11750,Manual,54922,Diesel,260.0,41.5,2.2,Ford
4065,17254,S-MAX,2014,11995,Automatic,25459,Diesel,300.0,39.8,2.2,Ford
4066,1480,Fiesta,2017,9300,Manual,29885,Petrol,150.0,65.7,1.0,Ford
4067,23171,Focus,2008,2375,Manual,89000,Petrol,,,1.6,Ford
4068,19214,Focus,2015,8465,Semi-Auto,43450,Petrol,,,1.6,Ford
4069,19386,Focus,2017,12247,Manual,9865,Petrol,,,1.0,Ford
4070,4832,Kuga,2019,25925,Manual,878,Petrol,145.0,39.2,1.5,Ford
4071,14515,Mondeo,2007,1795,Manual,135391,Diesel,205.0,46.3,2.2,Ford
4072,14206,Kuga,2015,13731,Manual,29000,Diesel,145.0,54.3,2.0,Ford
4073,9166,Fiesta,2017,8995,Manual,8761,Petrol,150.0,54.3,1.2,Ford
4074,4193,Fiesta,2018,12000,Manual,9452,Petrol,145.0,65.7,1.0,Ford
4075,6317,Focus,2019,17500,Manual,13402,Petrol,145.0,48.7,1.0,Ford
4076,14650,Focus,2017,10999,Manual,13671,Petrol,145.0,60.1,1.0,Ford
